80 3,155849 2 0 727 0
139 0,021712 7 6 591 343
80 0,596411 2 4 595 2897
80 0,115038 1 2 0 1344
80 0,126599 1 4 0 480
80 0,243825 8 6 578 7241
80 0,175270 2 5 725 2897
80 0,532764 1 2 0 684
80 0,497313 1 3 0 1930
80 0,845022 3 5 628 4345
139 0,017010 9 8 957 765
80 4,276180 3 4 595 2897
80 0,530168 1 2 0 672
80 3,108878 2 4 778 1436
80 0,113050 2 0 779 0
80 1,627505 4 5 806 2897
80 3,119554 1 2 0 1
139 0,022937 7 6 592 604
80 0,578387 4 2 610 1
80 0,561620 2 4 595 2792
80 0,309098 1 3 0 562
80 1,005523 1 1 0 1
80 0,292632 1 3 0 164
80 0,090906 1 4 0 484
80 0,193672 4 8 726 7241
139 66,120110 11 8 957 761
80 0,578933 1 4 0 2792
80 0,119451 1 3 0 474
80 0,303199 1 3 0 562
80 0,291928 1 3 0 164
139 0,055102 7 6 598 349
80 1,483167 2 2 623 686
80 3,097032 4 3 726 1
80 0,001373 1 0 0 0
80 0,006400 4 1 4380 1
80 0,594196 2 4 595 2897
80 0,120810 1 4 0 479
80 0,124022 1 2 0 1344
80 0,104189 1 4 0 1565
80 0,212774 9 1 578 1
80 0,533480 1 2 0 639
80 0,001857 1 0 0 0
80 0,007085 4 1 4380 1
80 0,591775 2 4 595 2897
80 0,128872 1 2 0 869
80 0,125931 1 4 0 480
80 0,091584 4 1 582 1
80 0,504016 1 2 0 1036
80 1,365094 4 5 726 5793
80 1,340994 7 10 704 11731
